"N"	"N.honest"
"1"	3.83084635451886	5.00227415325441
"2"	-10.2770563183002	-12.7611019354067
"3"	-2.07332341075505	-2.61946950196923
"4"	0.998412155575505	-1.01577703773308
"5"	-1.73029677869219	-0.97857304918724
"6"	-8.02060492730797	-9.61728616817704
"7"	-6.0543158139454	-5.67841137797359
"8"	1.4798233249502	-0.259338201028823
"9"	-1.91396633253605	-1.04526383158299
"10"	-2.95438822589738	-1.16772600818209
"11"	13.3752089029897	18.8288460944625
"12"	3.75595473558195	4.48603346883152
"13"	-1.47852355089382	1.0791962593438
"14"	7.04114325318494	7.68556203047685
"15"	15.8068589294101	13.9276887171507
"16"	-2.56472405801906	0.88234680957767
"17"	3.70967269278676	3.41690590013814
"18"	6.48385568870311	6.61025198409738
"19"	-0.791019543697243	-3.17917416512141
"20"	1.82753330450043	-2.11189260448013
"21"	3.03486220606587	5.04679479653897
"22"	10.8049668327371	10.0182010253405
"23"	14.5712154908934	13.0755386304375
"24"	-1.31136587803151	-1.43372034903093
"25"	7.47546261953323	7.41895072362307
"26"	16.0193597675749	11.1303793103175
"27"	-1.01579318732036	-1.30971131421529
"28"	-5.77672487927435	-5.13283510053213
"29"	-13.8843925856115	-10.3959354873613
"30"	-4.80142465329611	-3.71620334188915
"31"	-0.591297860439616	-2.15509908971415
"32"	5.39520243573286	5.29758595735052
"33"	-1.73188634839829	-1.28722977018699
"34"	1.56220612783967	3.27235707365925
"35"	-9.5057582488194	-7.50259294582004
"36"	11.6997110115768	17.3747963697445
"37"	9.17092387839686	6.25874058756326
"38"	-7.16253528551769	-2.91729676281441
"39"	8.41944952605509	8.38404215294772
"40"	-4.55067380286245	-2.98601533400724
"41"	9.57188229025737	6.75666802975702
"42"	0.408821522060144	0.728354591166887
"43"	-1.84030061716933	-3.80318365590096
"44"	-11.6143800218953	-12.3597283193273
"45"	-7.8905255216944	-7.39879034345898
"46"	19.3571672085329	17.3901219190478
"47"	10.0820753434624	12.564624025641
"48"	-12.2838782719518	-12.9400967169657
"49"	10.1522705060702	8.44190812387483
"50"	1.31446614854666	0.477981789009847
"51"	8.61080309501569	10.1493474716057
"52"	-13.2901375655182	-11.3337301245478
"53"	7.99463102259828	8.12657811909727
"54"	-16.9145977017252	-12.506555790183
"55"	-9.32305537984527	-6.30846197997549
"56"	-6.52505760880407	-7.47212193616438
"57"	14.4929638134153	16.4918155511361
"58"	11.9797845201197	11.7718707000433
"59"	7.62714290030042	10.166914079822
"60"	-3.18862757836524	-3.5575644769806
"61"	-3.54072049257744	-3.55038490352106
"62"	14.9463156872576	11.7002479489886
"63"	-11.9378105524497	-10.5017618921133
"64"	9.8425698430724	9.24593456301413
"65"	7.9633060657167	5.14090040287929
"66"	0.97806012367746	2.45820425909816
"67"	-6.46499005850334	-8.45881704077993
"68"	9.20557506781138	7.0619582399061
"69"	-8.32282954556882	-10.3755709377698
"70"	-12.3452705280479	-13.0387282831361
"71"	-7.17920408975834	-3.61526143466545
"72"	-4.82517848165245	-3.8492423241769
"73"	-3.56978321974788	-4.93271452170761
"74"	-2.52161161778918	-1.96656759444529
"75"	-4.58407719406782	-3.42783219559258
"76"	-3.34258565157521	-4.1874850151907
"77"	8.55696565291812	4.59215564363937
"78"	-3.69380414988577	-2.35945395601212
"79"	8.91144754357238	8.3599858653729
"80"	-14.0444951589621	-13.3677157710375
"81"	2.21959502581853	4.49209799227246
"82"	7.6767069532083	8.35042039491431
"83"	3.75387722005865	2.74213196992145
"84"	-16.1608777331182	-17.8129422241793
"85"	-8.60548530246814	-6.94561811720888
