"sex"	"age"	"all"	"bmonly"	"N1"	"N2"	"N3"	"N4"	"N5"	"N6"	"N7"	"N8"	"N9"	"N10"
-3.69584199014772e-05	0.00317813533522936	0.000728449965655905	0.00172434902213327	-5.2480223911386e-05	-9.32827632786126e-06	-9.71015134014319e-06	-3.99535460473263e-05	-2.74401856199737e-05	-2.79079195357068e-05	-8.36630477974582e-05	5.82395874455107e-05	-2.40171988372767e-05	-5.01240302070517e-05
-1.00265498494015e-05	0.00317326616820245	0.000799260594672636	0.00165559862276201	-5.69795791137505e-05	-4.4945180155461e-05	-5.40152057273758e-05	-6.22446702381846e-05	-5.51206861276491e-05	-1.61067314994145e-05	-0.000111655892261623	2.77707668410914e-05	-4.73856367531533e-05	-4.73974167452944e-05
1.45057526187341e-05	0.00333411590171966	0.000765719018370378	0.0016408531435469	-5.08068257732568e-05	-2.08713086459976e-05	-3.09082964180238e-05	-7.11679004073807e-05	-1.96273447427405e-05	-3.373792507142e-05	-7.18151510282367e-05	3.97007093310363e-05	-5.70789094386562e-05	-5.21007404769314e-05
-4.02039225416013e-05	0.00323346694568859	0.000764944084552952	0.00171218013846702	-2.28155684301119e-05	-2.3394992955309e-05	-3.45396389745134e-05	-6.74961990064888e-05	-5.60959309513871e-05	-2.88843078249345e-05	-7.38673768456977e-05	2.81807309154129e-05	-4.39793025957232e-05	-4.86106784981924e-05
-1.53888713558934e-05	0.00322068084576945	0.00089543611954979	0.00177774672806282	-4.8957117390887e-05	-1.00636489795457e-05	-3.87780603621553e-05	-4.24433084942614e-05	-7.03975875623833e-05	-5.18463432439544e-05	-4.39584348328622e-05	2.27651151386049e-05	-3.46274147618572e-05	-2.44647682656289e-05
-4.35614232896903e-05	0.0033036224149507	0.000795757000811778	0.00171473801937998	-3.83005869965231e-05	-4.12886831186188e-06	-4.6929177614377e-05	-3.75139559923345e-05	-6.84762083554708e-05	-1.63322052790642e-05	-0.000125457969444012	4.9458565356103e-06	-2.83857204769155e-05	-6.64006060222572e-05
-2.49236974011952e-06	0.00327477048592431	0.000813514684389568	0.00175329410527503	-5.03257322135421e-05	-2.13212588129785e-05	-5.05969179134415e-05	-3.14724551994222e-05	-2.83243539015198e-05	-6.22385744697753e-05	-5.03205499225012e-05	1.02238004497144e-05	-3.58285281110792e-05	-1.9794348751392e-05
-2.04995710681479e-05	0.0032026211283613	0.000869602283087532	0.00161875116618272	-3.24998106486949e-05	2.1114078784737e-05	-3.45339521932065e-05	-7.10640153078516e-05	-8.18072610284655e-05	6.30111470819372e-06	-6.06364687847369e-05	2.06116875815964e-05	-1.68071952250636e-05	-6.45201121591968e-05
1.29960879562074e-07	0.00327618469064862	0.000867810588398845	0.0016632609741148	-1.82799679638556e-05	-5.01481393865383e-05	-4.94271687374117e-05	-5.71540221964125e-05	-3.85682658183735e-05	2.95360915605258e-06	-8.81118764089627e-05	4.10760850330874e-05	-3.141278018884e-05	-4.8559477506565e-05
2.37653051558434e-06	0.00330665196663966	0.000820614071958902	0.00159729737523875	-6.50140078049471e-05	-2.03536679967559e-05	-3.76350331594333e-05	-5.25719751602906e-05	-5.14851422927095e-05	-7.41696726345742e-06	-6.04013329069044e-05	-8.82442356128033e-06	-5.34310938634318e-05	-4.90499067527664e-05
2.64813719977812e-05	0.00336552755827885	0.000864221265205863	0.00171179253819691	-4.28411546501496e-05	-8.42434641935363e-06	-3.94628301767739e-05	-2.52370427776222e-05	-3.68981541302327e-06	7.58096385922585e-06	-9.02008100433371e-05	3.15893156617831e-05	-6.83296289218554e-05	-5.51888779656486e-05
-1.02706092135403e-05	0.00325665671768202	0.000803140531089279	0.00165779727084202	-4.65028266807723e-05	-1.32138075050042e-06	-5.12862510805723e-05	-3.97826648744147e-05	-5.52873400582114e-05	-1.38471839548963e-05	-5.04811402166593e-05	-3.06716372224731e-05	-4.61418256459315e-05	-6.7222449021802e-05
