"forest"	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"
31	1.53461145939022	1.26978122812777	1.1158236689568	1.04511504786974	1.00920259336768	0.989423224155917	0.980933705311884	0.980540760525097	1.03265584088278	-0.236633909842487	-0.0232261170577899	0.100837297940462	0.157816331962021	0.186755617376038	0.202694400142774	0.209535497813809	0.209852143988359	0.167856318145843	0.620270629552587	0.709322418039696	0.820432284259328	0.898840452395938	0.936563867505451	0.954775979300704	0.967242569144095	1.02687865139563	1.09386184074209	0.500168144131502	0.428407659937648	0.338872144322604	0.275688594549756	0.245289985159713	0.230614143350998	0.220568207849799	0.172511743061172	0.118534768740816
32	1.53515868298947	1.2704146908745	1.11735713986627	1.04495586800152	1.00872944131484	0.989014363928072	0.980725984406179	0.979469678109207	1.03268157145616	-0.237074878307147	-0.0237365794998845	0.0996015831184494	0.15794460366337	0.187136896865041	0.203023871436009	0.209702885274789	0.210715252906008	0.167835583712148	0.619514053911349	0.710045042463568	0.819387687833825	0.898188987322222	0.936800801915697	0.955155330357872	0.968012000677938	1.02797203484579	1.09499330528774	0.500777814473523	0.42782534845993	0.33971391006987	0.276213563783047	0.24509905661925	0.230308451393494	0.21994817786095	0.17163066333076	0.117623002171907
33	1.53664500360293	1.26869404484262	1.11626338354882	1.04524147920158	1.00808071835517	0.989923966839661	0.981210603798492	0.979690321316135	1.03314905508513	-0.238272598068888	-0.0223500335980911	0.100482963316011	0.157714449970154	0.187659656424225	0.202290887332392	0.209312365074881	0.210537452284232	0.167458872001609	0.62007748807613	0.708709639971635	0.819682156587662	0.898137228436801	0.937278077946206	0.955474146733567	0.968805469253699	1.0267449631853	1.09413756070666	0.500323783070416	0.428901454072662	0.339476618705886	0.276255272576798	0.244714453910811	0.230051540017793	0.219308778134604	0.172619472853771	0.118312585688736
34	1.53607680538165	1.27379726352264	1.11722067825534	1.04666453341382	1.00862831184001	0.989902607172323	0.981170233017499	0.98010473688738	1.03173228834575	-0.237814727652476	-0.0264623535149286	0.0997115477967616	0.156567712088306	0.187218389895145	0.202308099564694	0.209344897007598	0.210203504336019	0.168600543257567	0.620383686078146	0.709411229555022	0.81823111792915	0.898221146209613	0.937281964422811	0.955068543856037	0.968566100111652	1.02791966127329	1.09403578770126	0.500077039941982	0.428336093072455	0.340645907256827	0.276187649229622	0.244711322076541	0.23037838644476	0.219501668651754	0.171672867456981	0.118394597294226
35	1.53367059392834	1.27137252188905	1.11821600409871	1.04699457583611	1.00819784738209	0.989445569539428	0.981455868178514	0.980398058012571	1.03322891788093	-0.235875733479575	-0.024508427191521	0.0989094856971201	0.15630175444242	0.187565270496349	0.20267639359212	0.20911472400596	0.209967137764099	0.167394516271159	0.61986688092425	0.710499175251661	0.818749030711759	0.898058327625301	0.93711128528472	0.954923591258596	0.967642244794882	1.02679916703197	1.09278047487341	0.500493496351309	0.427459395239725	0.340228558288529	0.276318853112716	0.244848860219225	0.230495193403432	0.220246137752069	0.172575793840152	0.119406164359544
36	1.53705912291079	1.26982817616629	1.11763607962735	1.04589125781935	1.00820315585722	0.989546674437287	0.981791199511897	0.979418782626522	1.03207466016352	-0.23860630727957	-0.0232639491331801	0.0993768054620252	0.157190839731415	0.187560992774901	0.202594920366843	0.208844504403887	0.210756265945081	0.16832465023133	0.618578861616497	0.709652875312222	0.819471199955069	0.898272989564769	0.937265856105634	0.955122258201195	0.968178830093211	1.02692647941759	1.09352355646794	0.501531419235798	0.428141367993547	0.339646613608357	0.276145872367737	0.244724302620332	0.230335101885492	0.21981374193528	0.172473201869892	0.118807367907219
37	1.53411935594023	1.27221944381439	1.11808429965474	1.04507972835027	1.00839061729928	0.989145845538465	0.981155266565498	0.9796585252921	1.03312293513393	-0.236237358774343	-0.0251909011594114	0.0990156169139086	0.157844793443382	0.187409930970545	0.202917919784901	0.209356957403695	0.210563074431961	0.167479920207116	0.619613129362992	0.709874316190878	0.819875760995106	0.898029923387717	0.936839330101514	0.955243326617622	0.967925991700998	1.02848164851372	1.09446600746446	0.500697976634189	0.427962924585025	0.339320606723912	0.276341742061684	0.245068009502551	0.230237541484618	0.220017486360365	0.171220002027	0.118047913875038
38	1.53521476178864	1.27174634268456	1.11704861231827	1.04644067570805	1.00769609865551	0.989019123387948	0.981363699560983	0.980401562344616	1.03346567833966	-0.237120068211243	-0.024809662705634	0.0998502034618159	0.156748103045403	0.187969594004895	0.203020036126792	0.209188996120355	0.209964313872871	0.167203727905813	0.620309493423381	0.711082336896165	0.818955992290143	0.898394770133572	0.936988027304064	0.955527853070131	0.967078412763974	1.02661552222803	1.0943556802785	0.500136826510226	0.426989466867889	0.340061782715273	0.276047738094061	0.244948185033728	0.23000826191208	0.220700489767109	0.172723780088096	0.118136818684461
39	1.53644017738263	1.26902257491179	1.11605890346284	1.04475570098603	1.00917049306847	0.988962476674682	0.981521260601666	0.980109583195404	1.03323244035416	-0.238107543228392	-0.0226147725464758	0.100647739231547	0.158105903983047	0.186781484717426	0.20306568367235	0.209062028916646	0.210199599042073	0.167391677761242	0.619372196241269	0.710812754574128	0.819932354899938	0.897918563801018	0.93683892673713	0.955670340901746	0.967265841308456	1.02702429973718	1.0945600203421	0.500892127450999	0.427206704031657	0.339275001732903	0.276431478809221	0.245068334545136	0.229893441132372	0.220549454472565	0.172394375451955	0.11797215560298
40	1.53436370237015	1.26936211962006	1.1173058119556	1.04576770493487	1.00869661397649	0.98917096140534	0.981616202966768	0.980180988510021	1.03307033963645	-0.236434260132752	-0.0228883874068282	0.0996429446203845	0.157290402187875	0.187163350075417	0.202897680699324	0.208985521636938	0.210142058592432	0.167522303166852	0.621425256426208	0.710159700825007	0.818820932853409	0.897922414620484	0.936126818719505	0.955203268431632	0.967898953386799	1.02609726064121	1.09402544609638	0.499237712694673	0.427732953465135	0.34017061748142	0.276428375708496	0.245642171601205	0.230269821519319	0.220039274609109	0.17314141013282	0.11840293085592
